Código do Cliente,cod material,b2b_status,volume_hl,valor,data_doc,materialPackaging,brand,brand_desc,material,CEP_cliente
27828336,2710422,True,0.24647999999999998,513.85344,2022-08-11,4.0,72.0,Heineken,Vidro,14021020
20513220,2710434,True,0.060192,1862.9450000000002,2022-08-11,4.0,72.0,Heineken,Vidro,77020530
12402084,2707233,False,1.128384,176.98950000000002,2022-08-11,4.0,33.0,Schin,Vidro,69099244
30733116,2713506,True,0.8899199999999999,1263.72225,2022-08-11,4.0,17.0,Amstel,Vidro,69099244
20513220,2709393,True,3.51036,5016.816,2022-08-11,7.0,107.0,Devassa,Lata,77020530
20704572,2709393,True,0.109368,0.0,2022-08-11,7.0,107.0,Devassa,Lata,77020530
20704572,2709393,False,3.7674000000000003,8970.50336,2022-08-11,7.0,107.0,Devassa,Lata,77020530
19108092,2709513,True,1.0746,118.51914000000001,2022-08-11,4.0,107.0,Devassa,Vidro,65065210
19108092,2709378,True,0.10560000000000001,0.0,2022-08-11,7.0,107.0,Devassa,Lata,65065210
20559600,2709183,True,0.250128,156.3484,2022-08-11,4.0,107.0,Devassa,Vidro,60752360
27828336,2710269,True,0.5884199999999999,331.17906,2022-08-11,7.0,72.0,Heineken,Lata,14021020
24200784,2713506,True,0.809568,0.0,2022-08-11,4.0,17.0,Amstel,Vidro,14021020
26867736,2713512,True,0.708349,143.38946,2022-08-11,7.0,17.0,Amstel,Lata,45656572
27828336,2710422,True,0.6911999999999999,915.32595,2022-08-11,4.0,72.0,Heineken,Vidro,14021020
12402084,2711373,True,0.110628,78.91911999999999,2022-08-11,7.0,50.0,FYS,Lata,69099244
20559600,1178928,True,0.0,0.0,2022-08-11,0.0,0.0,,,60752360
20513220,2710269,True,0.063,1417.5628800000002,2022-08-11,7.0,72.0,Heineken,Lata,77020530
27828336,2710269,True,0.50232,1497.90162,2022-08-11,7.0,72.0,Heineken,Lata,14021020
13426188,2707296,True,1.6372799999999998,270.96432,2022-08-11,4.0,33.0,Schin,Vidro,68906818
26867736,2710434,False,3.494304,3106.38856,2022-08-11,4.0,72.0,Heineken,Vidro,45656572
26867736,2710269,True,0.40236,441.9096,2022-08-11,7.0,72.0,Heineken,Lata,45656572
13426188,2713515,True,0.154896,25.102299999999996,2022-08-11,7.0,17.0,Amstel,Lata,68906818
19253016,2710446,True,0.8841599999999998,1740.09447,2022-08-11,4.0,72.0,Heineken,Vidro,69099244
30733116,1046124,True,2.969444,345.32253000000003,2022-08-11,2.0,105.0,Bonafont,Pet,69099244
20350824,2710434,True,0.025359,343.73178,2022-08-11,4.0,72.0,Heineken,Vidro,73358500
20350824,2710269,True,0.161532,152.31854,2022-08-11,7.0,72.0,Heineken,Lata,73358500
27828336,2710422,True,0.132,73.94112,2022-08-11,4.0,72.0,Heineken,Vidro,14021020
20559600,2709393,True,0.09248400000000001,59.90688,2022-08-11,7.0,107.0,Devassa,Lata,60752360
19253016,2707296,True,0.07968,271.69642,2022-08-11,4.0,33.0,Schin,Vidro,69099244
26867736,2709384,True,0.49836299999999994,314.56706,2022-08-11,7.0,107.0,Devassa,Lata,45656572
12402084,2709183,True,0.24767999999999998,298.0371,2022-08-11,4.0,107.0,Devassa,Vidro,69099244
30733116,2710446,True,3.0348,5223.8676,2022-08-11,4.0,72.0,Heineken,Vidro,69099244
19108092,2713515,True,0.8215199999999999,1955.1023999999998,2022-08-11,7.0,17.0,Amstel,Lata,65065210
27828336,2713515,True,0.78414,468.82583999999997,2022-08-11,7.0,17.0,Amstel,Lata,14021020
20869260,2710434,False,0.13780799999999999,123.7957,2022-08-11,4.0,72.0,Heineken,Vidro,66030760
19108092,2709378,False,3.972672,472.41675000000004,2022-08-11,7.0,107.0,Devassa,Lata,65065210
26543724,2713506,True,0.6007679999999999,530.7768,2023-01-26,4.0,17.0,Amstel,Vidro,64004200
13426188,2707296,True,1.1616,855.09879,2023-01-26,4.0,33.0,Schin,Vidro,68906818
26543724,2710446,True,2.7604800000000003,8447.87997,2023-01-26,4.0,72.0,Heineken,Vidro,64004200
21093792,2710434,True,2.713338,10277.82792,2023-01-26,4.0,72.0,Heineken,Vidro,64012066
27828336,2711988,True,0.10555199999999999,110.93517,2023-01-26,4.0,72.0,Heineken,Vidro,14021020
18088944,2707230,True,2.603209,1324.34975,2023-01-26,7.0,33.0,Schin,Lata,68906818
13426188,2709393,True,0.089292,16.55304,2023-01-26,7.0,107.0,Devassa,Lata,68906818
27828336,2710269,False,0.775656,1550.7738399999998,2023-01-26,7.0,72.0,Heineken,Lata,14021020
13426188,2707296,True,2.772,119.78907,2023-01-26,4.0,33.0,Schin,Vidro,68906818
21093792,2710434,True,18.71496,14747.468889999998,2023-01-26,4.0,72.0,Heineken,Vidro,64012066
18088944,2712639,True,0.3072,42.46416,2023-01-26,4.0,17.0,Amstel,Vidro,68906818
26543724,2712639,True,0.33552,111.73536000000001,2023-01-26,4.0,17.0,Amstel,Vidro,64004200
27828336,2710446,True,0.17510399999999998,1677.2418,2023-01-26,4.0,72.0,Heineken,Vidro,14021020
30733116,2710446,True,1.1664,988.88515,2023-01-26,4.0,72.0,Heineken,Vidro,69099244
21251112,2711973,True,1.6547999999999998,1445.5658700000001,2023-01-26,7.0,72.0,Heineken,Lata,45656572
30733116,2713506,True,3.3624,8171.153899999999,2023-01-26,4.0,17.0,Amstel,Vidro,69099244
14345688,2713506,True,0.436032,74.54266,2023-01-26,4.0,17.0,Amstel,Vidro,66030760
2472120,2713833,True,0.723,3840.6805799999997,2023-01-26,8.0,99.0,Blue Moon,Barril,65065210
27828336,2710434,True,1.741608,2553.74928,2023-01-26,4.0,72.0,Heineken,Vidro,14021020
14345688,2713515,True,6.1677,1438.8685500000001,2023-01-26,7.0,17.0,Amstel,Lata,66030760
21251112,2711988,True,0.10511999999999999,992.61288,2023-01-26,4.0,72.0,Heineken,Vidro,45656572
13426188,2709513,False,1.08324,644.80918,2023-01-26,4.0,107.0,Devassa,Vidro,68906818
18088944,2707296,True,0.6969599999999999,445.06979000000007,2023-01-26,4.0,33.0,Schin,Vidro,68906818
13426188,2709513,True,0.24647999999999998,64.42134,2023-01-26,4.0,107.0,Devassa,Vidro,68906818
18088944,2713512,True,0.43826,206.25161999999997,2023-01-26,7.0,17.0,Amstel,Lata,68906818
30733116,2710446,True,9.1584,6970.43435,2023-01-26,4.0,72.0,Heineken,Vidro,69099244
27828336,2714685,True,0.057791999999999996,158.6269,2023-01-26,7.0,72.0,Heineken,Lata,14021020
27828336,2710446,True,0.39499199999999995,0.0,2023-01-26,4.0,72.0,Heineken,Vidro,14021020
27878544,2710446,True,0.8671679999999999,891.0900800000002,2023-08-14,4.0,72.0,Heineken,Vidro,56950971
19108092,2713515,False,0.45233999999999996,1936.0341,2023-08-14,7.0,17.0,Amstel,Lata,65065210
26281800,2712339,True,11.92155,10606.625820000001,2023-08-14,7.0,17.0,Amstel,Lata,60752360
16380564,2714493,True,0.11214,136.0975,2023-08-14,7.0,40.0,Baden - Baden,Lata,41340170
19455504,2707218,True,0.33100199999999996,60.01236,2023-08-14,7.0,33.0,Schin,Lata,69099244
21219372,2700069,True,1.3392,305.42232,2023-08-14,2.0,84.0,Agua Schin,Pet,60752360
26349684,2709393,False,0.08714999999999999,33.6087,2023-08-14,7.0,107.0,Devassa,Lata,70344080
19620228,2707296,False,0.05364,90.19875,2023-08-14,4.0,33.0,Schin,Vidro,65065210
16380564,2712339,False,0.236928,49.462129999999995,2023-08-14,7.0,17.0,Amstel,Lata,41340170
19108092,2710434,True,2.039796,5462.4864,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
19108092,2710446,False,1.360368,1830.0349199999998,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
26281800,2714163,True,0.085921,59.01656,2023-08-14,7.0,72.0,Heineken,Lata,60752360
2472120,2711988,True,0.06314399999999999,250.5,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
19455504,2709144,True,0.32532,96.28620000000001,2023-08-14,4.0,42.0,Schin No Grau,Vidro,69099244
20350824,2710446,True,1.388448,1562.85475,2023-08-14,4.0,72.0,Heineken,Vidro,73358500
26349684,2710434,False,0.867636,1118.58292,2023-08-14,4.0,72.0,Heineken,Vidro,70344080
29596344,2710446,True,1.35432,186.47470000000004,2023-08-14,4.0,72.0,Heineken,Vidro,68906818
26349684,2710434,True,1.099296,437.96025000000003,2023-08-14,4.0,72.0,Heineken,Vidro,70344080
24454500,2712639,True,0.41663999999999995,429.97058,2023-08-14,4.0,17.0,Amstel,Vidro,66030760
26349684,2710269,True,0.69468,2785.12728,2023-08-14,7.0,72.0,Heineken,Lata,70344080
21219372,2700096,True,0.1548,37.72755,2023-08-14,2.0,84.0,Agua Schin,Pet,60752360
26349684,2713515,True,0.66444,2789.08776,2023-08-14,7.0,17.0,Amstel,Lata,70344080
2472120,2710434,True,0.061936000000000005,178.2,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
19620228,2707218,True,0.20008800000000002,114.90045000000002,2023-08-14,7.0,33.0,Schin,Lata,65065210
20350824,2711820,True,2.276544,1719.2996399999997,2023-08-14,7.0,72.0,Heineken,Lata,73358500
26349684,2712339,True,0.39216,1212.5898000000002,2023-08-14,7.0,17.0,Amstel,Lata,70344080
21219372,2713506,True,3.0391200000000005,682.2347400000001,2023-08-14,4.0,17.0,Amstel,Vidro,60752360
16380564,2714229,False,0.086604,0.0,2023-08-14,7.0,40.0,Baden - Baden,Lata,41340170
16380564,2710434,True,0.019908,523.823,2023-08-14,4.0,72.0,Heineken,Vidro,41340170
20350824,2711988,True,0.15422399999999997,270.51651,2023-08-14,4.0,72.0,Heineken,Vidro,73358500
19620228,2713506,True,0.305856,82.5,2023-08-14,4.0,17.0,Amstel,Vidro,65065210
20350824,2710269,True,0.14994,264.35022,2023-08-14,7.0,72.0,Heineken,Lata,73358500
24454500,2710446,True,0.547488,115.39296,2023-08-14,4.0,72.0,Heineken,Vidro,66030760
2472120,2713806,True,0.20009000000000002,114.4275,2023-08-14,4.0,99.0,Blue Moon,Vidro,65065210
19620228,2709183,True,0.15288000000000002,0.0,2023-08-14,4.0,107.0,Devassa,Vidro,65065210
16380564,2710446,False,0.27244799999999997,32.03055,2023-08-14,4.0,72.0,Heineken,Vidro,41340170
26281800,2700267,True,0.22923600000000002,165.81119999999999,2023-08-14,7.0,12.0,Glacial,Lata,60752360
26281800,2707230,True,0.080569,214.96464,2023-08-14,7.0,33.0,Schin,Lata,60752360
30221628,2713506,False,0.9267839999999999,586.49745,2023-08-14,4.0,17.0,Amstel,Vidro,56950971
26349684,2707218,True,0.76104,889.2794,2023-08-14,7.0,33.0,Schin,Lata,70344080
26281800,2701248,True,0.059584000000000005,27.16007,2023-08-14,7.0,12.0,Glacial,Lata,60752360
29596344,2711988,True,0.35697599999999996,924.2556,2023-08-14,4.0,72.0,Heineken,Vidro,68906818
26281800,2713512,True,0.10634400000000001,131.98695999999998,2023-08-14,7.0,17.0,Amstel,Lata,60752360
27393336,2713515,False,6.5394,8967.49773,2023-08-14,7.0,17.0,Amstel,Lata,88816276
30221628,2710446,True,0.37468799999999997,493.31319999999994,2023-08-14,4.0,72.0,Heineken,Vidro,56950971
19455504,2707296,True,1.53024,647.4173999999999,2023-08-14,4.0,33.0,Schin,Vidro,69099244
27393336,2710434,True,4.801895999999999,10892.3204,2023-08-14,4.0,72.0,Heineken,Vidro,88816276
21219372,2710434,True,0.447693,305.03466,2023-08-14,4.0,72.0,Heineken,Vidro,60752360
21219372,2713506,True,0.6380640000000001,563.37387,2023-08-14,4.0,17.0,Amstel,Vidro,60752360
16380564,2714685,True,0.01218,70.26816,2023-08-14,7.0,72.0,Heineken,Lata,41340170
26281800,2707218,True,0.25998000000000004,81.08194,2023-08-14,7.0,33.0,Schin,Lata,60752360
27393336,2714163,True,0.059125,178.78848,2023-08-14,7.0,72.0,Heineken,Lata,88816276
29596344,2713506,True,1.7603999999999997,940.32433,2023-08-14,4.0,17.0,Amstel,Vidro,68906818
29596344,2710434,True,0.453776,380.98394999999994,2023-08-14,4.0,72.0,Heineken,Vidro,68906818
16380564,2701053,True,0.19814399999999996,18.70596,2023-08-14,4.0,97.0,Itubaina,Vidro,41340170
26281800,2712339,True,0.5481199999999999,0.0,2023-08-14,7.0,17.0,Amstel,Lata,60752360
19455504,2707233,True,0.129024,303.4147,2023-08-14,4.0,33.0,Schin,Vidro,69099244
19108092,2712339,True,0.271545,1405.39,2023-08-14,7.0,17.0,Amstel,Lata,65065210
19620228,2707233,True,0.109152,34.11492,2023-08-14,4.0,33.0,Schin,Vidro,65065210
20350824,2710434,True,0.7219019999999999,175.38216,2023-08-14,4.0,72.0,Heineken,Vidro,73358500
27878544,2711988,True,0.11879999999999999,369.57370999999995,2023-08-14,4.0,72.0,Heineken,Vidro,56950971
19108092,2711988,True,0.284688,498.68172000000004,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
19620228,2707233,True,0.045029999999999994,0.0,2023-08-14,4.0,33.0,Schin,Vidro,65065210
27878544,2710434,True,0.133352,313.86654000000004,2023-08-14,4.0,72.0,Heineken,Vidro,56950971
19108092,2714043,True,0.24696,542.07435,2023-08-14,4.0,12.0,Glacial,Vidro,65065210
26281800,2706963,True,0.12054000000000001,57.905260000000006,2023-08-14,7.0,97.0,Itubaina,Lata,60752360
2472120,2710446,True,1.950912,5445.17842,2023-08-14,4.0,72.0,Heineken,Vidro,65065210
30221628,2710434,True,0.12008,405.9,2023-08-14,4.0,72.0,Heineken,Vidro,56950971
24454500,2714796,True,0.05111400000000001,138.62042,2023-08-14,7.0,72.0,Heineken,Lata,66030760
16380564,2714163,True,0.24481599999999998,327.37487999999996,2023-08-14,7.0,72.0,Heineken,Lata,41340170
24454500,2710434,True,0.18770399999999998,193.68765000000002,2023-08-14,4.0,72.0,Heineken,Vidro,66030760
19620228,2709183,True,0.7318079999999999,195.25518,2023-08-14,4.0,107.0,Devassa,Vidro,65065210
26281800,2713515,True,0.286776,256.95755,2023-08-14,7.0,17.0,Amstel,Lata,60752360
27828336,2710422,True,0.25872,485.5459,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
30733116,2713506,True,3.4956,6031.4342400000005,2022-05-24,4.0,17.0,Amstel,Vidro,69099244
25538628,2710269,True,6.6276,22042.77273,2022-05-24,7.0,72.0,Heineken,Lata,17032020
21093336,2708385,False,1.5317999999999998,272.68033999999994,2022-05-24,2.0,116.0,Viva Schin,Pet,88816276
18088944,2707296,True,0.0117,0.0,2022-05-24,4.0,33.0,Schin,Vidro,68906818
28663752,2710446,True,104.40057599999999,88861.99392,2022-05-24,4.0,72.0,Heineken,Vidro,17032020
27828336,2710422,True,0.339,292.41905,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
21251112,2707296,False,0.19992,52.67844999999999,2022-05-24,4.0,33.0,Schin,Vidro,45656572
27828336,2710422,True,0.15563999999999997,77.462,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
12981552,2711988,True,0.085032,197.27028,2022-05-24,4.0,72.0,Heineken,Vidro,89805517
28663752,2710467,True,7.4125,4206.6275,2022-05-24,8.0,72.0,Heineken,Barril,17032020
25538628,2712339,True,0.54135,0.0,2022-05-24,7.0,17.0,Amstel,Lata,17032020
27828336,2713503,True,0.28771199999999997,286.2946,2022-05-24,4.0,17.0,Amstel,Vidro,14021020
25538628,2713515,True,0.42923999999999995,2346.95376,2022-05-24,7.0,17.0,Amstel,Lata,17032020
19108092,2709393,True,0.8832599999999999,1195.40835,2022-05-24,7.0,107.0,Devassa,Lata,65065210
25538628,2712339,True,5.109858,5203.67163,2022-05-24,7.0,17.0,Amstel,Lata,17032020
21093336,2708340,True,0.7505999999999999,113.92074,2022-05-24,2.0,116.0,Viva Schin,Pet,88816276
25538628,2710269,True,0.38178,0.0,2022-05-24,7.0,72.0,Heineken,Lata,17032020
27828336,2710422,True,0.36576,455.9695,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
21220308,2710446,True,2.636928,1932.22055,2022-05-24,4.0,72.0,Heineken,Vidro,56950971
25538628,2713515,True,0.06526799999999999,0.0,2022-05-24,7.0,17.0,Amstel,Lata,17032020
21093792,2710434,True,4.352832,1815.18694,2022-05-24,4.0,72.0,Heineken,Vidro,64012066
27828336,2710422,True,0.17448,411.78095,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
27828336,2713893,True,0.077979,22.065689999999996,2022-05-24,4.0,17.0,Amstel,Vidro,14021020
30221628,2710446,True,0.742608,1670.2247399999999,2022-05-24,4.0,72.0,Heineken,Vidro,56950971
21220308,2707296,True,0.14436000000000002,104.118,2022-05-24,4.0,33.0,Schin,Vidro,56950971
12981552,2710446,True,2.5128,4277.63604,2022-05-24,4.0,72.0,Heineken,Vidro,89805517
30221628,2710434,True,0.39263,412.79029999999995,2022-05-24,4.0,72.0,Heineken,Vidro,56950971
21093792,2701086,True,0.01053,59.179680000000005,2022-05-24,2.0,55.0,Skinka,Pet,64012066
2472120,2710446,True,0.8927999999999999,3440.7184,2022-05-24,4.0,72.0,Heineken,Vidro,65065210
21093336,2708385,True,0.30419999999999997,137.41287,2022-05-24,2.0,116.0,Viva Schin,Pet,88816276
21093792,2711391,True,0.026418,49.44618,2022-05-24,7.0,50.0,FYS,Lata,64012066
21093336,2708340,True,0.09419999999999999,78.30709999999999,2022-05-24,2.0,116.0,Viva Schin,Pet,88816276
27828336,2710269,True,0.060984000000000003,64.49275,2022-05-24,7.0,72.0,Heineken,Lata,14021020
19108092,2700267,True,0.33390000000000003,1146.075,2022-05-24,7.0,12.0,Glacial,Lata,65065210
30733116,2713893,True,0.08415,238.6944,2022-05-24,4.0,17.0,Amstel,Vidro,69099244
19108092,2709378,True,1.1228799999999999,85.92120000000001,2022-05-24,7.0,107.0,Devassa,Lata,65065210
27828336,2710269,True,1.9588799999999997,800.7983999999999,2022-05-24,7.0,72.0,Heineken,Lata,14021020
27828336,2710269,True,0.027804000000000002,82.3781,2022-05-24,7.0,72.0,Heineken,Lata,14021020
21093336,2708340,True,0.5928,210.67828,2022-05-24,2.0,116.0,Viva Schin,Pet,88816276
21220308,2712639,True,0.14004,93.86091,2022-05-24,4.0,17.0,Amstel,Vidro,56950971
12981552,2700096,True,0.24719999999999998,318.3979499999999,2022-05-24,2.0,84.0,Agua Schin,Pet,89805517
27828336,2710269,True,0.11151,138.43165000000002,2022-05-24,7.0,72.0,Heineken,Lata,14021020
27828336,2710422,True,0.29184,491.00345000000004,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
27828336,2710269,True,0.099792,36.442,2022-05-24,7.0,72.0,Heineken,Lata,14021020
18088944,2707296,True,0.801,43.34268,2022-05-24,4.0,33.0,Schin,Vidro,68906818
27828336,2710269,True,0.060396,83.0494,2022-05-24,7.0,72.0,Heineken,Lata,14021020
27828336,2711973,True,0.16388400000000003,131.5748,2022-05-24,7.0,72.0,Heineken,Lata,14021020
27828336,2710422,True,0.15011999999999998,491.35555,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
27828336,2710269,True,0.01512,57.492050000000006,2022-05-24,7.0,72.0,Heineken,Lata,14021020
27828336,2710440,True,0.45950399999999997,133.59722,2022-05-24,4.0,72.0,Heineken,Vidro,14021020
21251112,2709387,True,0.152064,93.80448,2022-05-24,4.0,107.0,Devassa,Vidro,45656572
21220308,2713506,True,0.178128,0.0,2022-05-24,4.0,17.0,Amstel,Vidro,56950971
27393336,2713896,True,0.350493,191.86323999999996,2022-05-24,7.0,17.0,Amstel,Lata,88816276
24200784,2710434,True,0.868775,2065.86688,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
19253016,2708466,True,0.127596,42.98352,2022-10-20,7.0,116.0,Viva Schin,Lata,69099244
27393336,2711973,True,0.49706999999999996,824.1283799999999,2022-10-20,7.0,72.0,Heineken,Lata,88816276
27828336,2710434,True,1.5219,262.71472,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
30733116,2710446,True,2.37168,2162.3056,2022-10-20,4.0,72.0,Heineken,Vidro,69099244
27828336,2700267,False,0.6632640000000001,418.47062,2022-10-20,7.0,12.0,Glacial,Lata,14021020
27828336,2713512,True,0.135374,259.9128,2022-10-20,7.0,17.0,Amstel,Lata,14021020
18088944,2707296,True,0.54504,199.69642000000002,2022-10-20,4.0,33.0,Schin,Vidro,68906818
27828336,2713506,True,0.45345599999999997,113.78955,2022-10-20,4.0,17.0,Amstel,Vidro,14021020
18088944,2707230,True,2.3164219999999998,1323.8103,2022-10-20,7.0,33.0,Schin,Lata,68906818
27828336,2713503,False,0.059759999999999994,171.76950000000002,2022-10-20,4.0,17.0,Amstel,Vidro,14021020
26867736,2709384,True,0.608587,117.11373999999999,2022-10-20,7.0,107.0,Devassa,Lata,45656572
26867736,2710269,False,0.01512,239.7648,2022-10-20,7.0,72.0,Heineken,Lata,45656572
27828336,2710422,True,0.22158,586.74665,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
19253016,2707230,True,0.125384,107.82012,2022-10-20,7.0,33.0,Schin,Lata,69099244
27828336,2710446,True,0.118368,610.8438400000001,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
26867736,2701086,True,0.06431400000000001,45.45079,2022-10-20,2.0,55.0,Skinka,Pet,45656572
27828336,2714163,True,0.14327299999999998,176.43256,2022-10-20,7.0,72.0,Heineken,Lata,14021020
21220308,2710446,True,1.97856,5159.92708,2022-10-20,4.0,72.0,Heineken,Vidro,56950971
27828336,2710446,True,0.548064,74.70683999999999,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
19253016,2713506,False,0.395136,209.804,2022-10-20,4.0,17.0,Amstel,Vidro,69099244
27828336,2710446,True,0.386208,615.78772,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
30733116,2710440,True,1.5595199999999998,3049.8197600000003,2022-10-20,4.0,72.0,Heineken,Vidro,69099244
24200784,2713506,True,0.74448,3442.5344,2022-10-20,4.0,17.0,Amstel,Vidro,14021020
27393336,2711988,True,0.24552000000000002,1243.50185,2022-10-20,4.0,72.0,Heineken,Vidro,88816276
21220308,2710434,True,0.418572,1308.0840599999997,2022-10-20,4.0,72.0,Heineken,Vidro,56950971
27828336,2712339,True,0.121472,51.660959999999996,2022-10-20,7.0,17.0,Amstel,Lata,14021020
26867736,2713512,True,0.13549000000000003,149.29464000000002,2022-10-20,7.0,17.0,Amstel,Lata,45656572
21220308,2711988,True,0.019944,232.02207,2022-10-20,4.0,72.0,Heineken,Vidro,56950971
27828336,2713515,True,0.34691999999999995,430.36488,2022-10-20,7.0,17.0,Amstel,Lata,14021020
26867736,2710434,True,0.766221,288.9507,2022-10-20,4.0,72.0,Heineken,Vidro,45656572
19253016,2707296,True,0.87408,271.58880000000005,2022-10-20,4.0,33.0,Schin,Vidro,69099244
24200784,2710446,True,3.3062399999999994,20066.28763,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
27393336,2710434,False,4.911984,2295.28736,2022-10-20,4.0,72.0,Heineken,Vidro,88816276
19253016,2708556,True,0.07721599999999999,55.04436,2022-10-20,7.0,33.0,Schin,Lata,69099244
24200784,2709393,True,0.253428,164.47050000000002,2022-10-20,7.0,107.0,Devassa,Lata,14021020
26543724,2710446,False,2.7319679999999997,5858.065430000001,2022-10-20,4.0,72.0,Heineken,Vidro,64004200
27224268,2711820,True,9.201600000000001,2369.6225,2022-10-20,7.0,72.0,Heineken,Lata,73358500
27828336,2710440,True,0.43977599999999994,290.6046,2022-10-20,4.0,72.0,Heineken,Vidro,14021020
29596344,2710434,True,0.144965,199.74843,2021-11-29,4.0,72.0,Heineken,Vidro,68906818
18048060,2709393,True,2.4108,619.3240000000001,2021-11-29,7.0,107.0,Devassa,Lata,57062643
30221628,2708496,True,0.107496,210.33937999999998,2021-11-29,4.0,40.0,Baden - Baden,Vidro,56950971
21093792,2713512,True,0.1526,53.22563999999999,2021-11-29,7.0,17.0,Amstel,Lata,64012066
19241664,2709513,True,0.49799999999999994,1182.9208999999998,2021-11-29,4.0,107.0,Devassa,Vidro,66030760
21093792,2710434,True,0.52074,277.85219000000006,2021-11-29,4.0,72.0,Heineken,Vidro,64012066
18048060,2709378,False,0.8044079999999999,1782.8891999999998,2021-11-29,7.0,107.0,Devassa,Lata,57062643
19241664,2700270,True,3.0528,7779.77142,2021-11-29,4.0,12.0,Glacial,Vidro,66030760
14345688,2713515,True,0.79254,1115.0419200000001,2021-11-29,7.0,17.0,Amstel,Lata,66030760
30221628,2710446,True,0.8758079999999999,1097.54954,2021-11-29,4.0,72.0,Heineken,Vidro,56950971
30221628,2710434,True,0.721665,998.03876,2021-11-29,4.0,72.0,Heineken,Vidro,56950971
19241664,2710434,True,14.810400000000001,12984.664,2021-11-29,4.0,72.0,Heineken,Vidro,66030760
14345688,2710434,True,0.492802,384.29616,2021-11-29,4.0,72.0,Heineken,Vidro,66030760
14345688,2710434,True,0.63756,367.49394,2021-11-29,4.0,72.0,Heineken,Vidro,66030760
19241664,2709393,True,12.1254,998.963,2021-11-29,7.0,107.0,Devassa,Lata,66030760
29596344,2700354,True,0.151092,93.3436,2021-11-29,4.0,40.0,Baden - Baden,Vidro,68906818
14345688,2710434,True,0.75636,1241.2604999999999,2021-11-29,4.0,72.0,Heineken,Vidro,66030760
2449428,2710449,False,0.6214,5761.9764,2021-11-29,8.0,72.0,Heineken,Barril,68906818
29596344,2708496,True,0.100332,128.2494,2021-11-29,4.0,40.0,Baden - Baden,Vidro,68906818
18048060,2710434,True,0.955152,1097.82,2021-11-29,4.0,72.0,Heineken,Vidro,57062643
2472120,2710446,True,0.7960319999999999,1348.486,2021-11-29,4.0,72.0,Heineken,Vidro,65065210
14345688,2710269,True,1.02312,378.27311999999995,2021-11-29,7.0,72.0,Heineken,Lata,66030760
24200784,2710446,True,9.580032000000001,14794.56573,2021-11-29,4.0,72.0,Heineken,Vidro,14021020
21093792,2713512,True,0.013888000000000001,0.0,2022-08-22,7.0,17.0,Amstel,Lata,64012066
21093792,2710434,True,6.589836,11030.668,2022-08-22,4.0,72.0,Heineken,Vidro,64012066
21219372,2709183,True,0.09504,219.52241,2022-08-22,4.0,107.0,Devassa,Vidro,60752360
24441408,2710269,True,1.125432,0.0,2022-08-22,7.0,72.0,Heineken,Lata,17032020
24441408,2710422,True,0.06192,558.71112,2022-08-22,4.0,72.0,Heineken,Vidro,17032020
25538628,2710446,True,5.086368,9139.01016,2022-08-22,4.0,72.0,Heineken,Vidro,17032020
29596344,2710446,True,3.5784,0.0,2022-08-22,4.0,72.0,Heineken,Vidro,68906818
26349684,2712339,True,0.11287499999999999,441.38112,2022-08-22,7.0,17.0,Amstel,Lata,70344080
30539904,2711385,True,0.011130000000000001,0.0,2022-08-22,7.0,50.0,FYS,Lata,64004200
29596344,2700327,True,0.0882,0.0,2022-08-22,4.0,40.0,Baden - Baden,Vidro,68906818
24441408,2710434,True,0.6248880000000001,2074.90544,2022-08-22,4.0,72.0,Heineken,Vidro,17032020
24441408,2710269,True,0.790272,0.0,2022-08-22,7.0,72.0,Heineken,Lata,17032020
30539904,2711391,True,0.131796,0.0,2022-08-22,7.0,50.0,FYS,Lata,64004200
21219372,2710434,True,0.053957000000000005,70.08794999999999,2022-08-22,4.0,72.0,Heineken,Vidro,60752360
21093792,2710434,True,0.557568,4165.829720000001,2022-08-22,4.0,72.0,Heineken,Vidro,64012066
21219372,2710446,True,0.05990399999999999,673.71492,2022-08-22,4.0,72.0,Heineken,Vidro,60752360
29596344,2707233,True,0.10108799999999998,0.0,2022-08-22,4.0,33.0,Schin,Vidro,68906818
26349684,2707218,True,0.43848,197.5684,2022-08-22,7.0,33.0,Schin,Lata,70344080
29596344,2711988,True,0.080208,24.749119999999998,2022-08-22,4.0,72.0,Heineken,Vidro,68906818
